NUMBER_I,MAG_APER_I,MAGERR_APER_I,MAG_AUTO_I,MAGERR_AUTO_I,MAG_BEST_I,MAGERR_BEST_I,KRON_RADIUS_I,BACKGROUND_I,THRESHOLD_I,ISOAREA_IMAGE_I,ISOAREAF_IMAGE_I,ALPHAPEAK_J2000_I,DELTAPEAK_J2000_I,X_IMAGE_I,Y_IMAGE_I,FWHM_IMAGE_I,FWHM_WORLD_I,ELONGATION_I,ELLIPTICITY_I,CLASS_STAR_I,FLUX_RADIUS_I,FILE_NAME_I,NUMBER_R,MAG_APER_R,MAGERR_APER_R,MAG_AUTO_R,MAGERR_AUTO_R,MAG_BEST_R,MAGERR_BEST_R,KRON_RADIUS_R,BACKGROUND_R,THRESHOLD_R,ISOAREA_IMAGE_R,ISOAREAF_IMAGE_R,ALPHAPEAK_J2000_R,DELTAPEAK_J2000_R,X_IMAGE_R,Y_IMAGE_R,FWHM_IMAGE_R,FWHM_WORLD_R,ELONGATION_R,ELLIPTICITY_R,CLASS_STAR_R,FLUX_RADIUS_R,FILE_NAME_R,NUMBER_G,MAG_APER_G,MAGERR_APER_G,MAG_AUTO_G,MAGERR_AUTO_G,MAG_BEST_G,MAGERR_BEST_G,KRON_RADIUS_G,BACKGROUND_G,THRESHOLD_G,ISOAREA_IMAGE_G,ISOAREAF_IMAGE_G,ALPHAPEAK_J2000_G,DELTAPEAK_J2000_G,X_IMAGE_G,Y_IMAGE_G,FWHM_IMAGE_G,FWHM_WORLD_G,ELONGATION_G,ELLIPTICITY_G,CLASS_STAR_G,FLUX_RADIUS_G,FILE_NAME_G
4349,-12.1249,0.0054,-12.8362,0.0084,-12.8362,0.0084,3.72,4467.164,158.8562,134,169,148.7573284,+69.2252797,683.632,2215.280,6.97,0.000362051,1.050,0.048,0.97,2.405,dataset\i24.cat,3101,-11.2416,0.0082,-12.1107,0.0113,-12.1107,0.0113,3.93,2378.719,108.2077,116,124,148.7558898,+69.2252575,717.583,2295.478,4.64,0.0002408257,1.141,0.123,0.98,2.738,dataset\r24.cat,3261,-10.2517,0.0159,-11.7361,0.0196,-11.7361,0.0196,4.93,1673.007,90.98881,128,137,148.7521363,+69.2267722,663.555,2347.049,8.26,0.0004291175,1.493,0.330,0.87,4.107,dataset\g24.cat
426,-11.0304,0.0130,-12.8822,0.0126,-13.0436,0.0115,3.50,7283.914,158.8562,200,236,148.8343288,+69.1208214,165.476,199.577,24.72,0.001284235,1.812,0.448,0.89,4.175,dataset\i24.cat,380,-10.9972,0.0099,-13.4202,0.0087,-13.4183,0.0096,3.50,4285.698,108.2077,525,579,148.8327682,+69.1208012,201.384,278.880,20.88,0.001084419,1.632,0.387,0.02,7.704,dataset\r24.cat,447,-10.2389,0.0161,-10.7024,0.0713,-12.7579,0.0125,3.50,3392.579,90.98881,355,390,148.8282649,+69.1208053,146.123,308.383,18.68,0.000970282,1.142,0.124,0.02,2.150,dataset\g24.cat
346,-11.6821,0.0075,-12.6037,0.0128,-12.4902,0.0142,4.42,4906.177,158.8562,122,136,148.6647628,+69.1164078,1327.502,122.259,3.54,0.0001836349,1.266,0.210,0.89,2.947,dataset\i24.cat,357,-10.5952,0.0137,-12.6730,0.0154,-12.1522,0.0186,5.80,2697.115,108.2077,182,193,148.6633483,+69.1164348,1361.482,203.217,11.97,0.0006216664,1.109,0.098,0.23,7.428,dataset\r24.cat,424,-10.2373,0.0160,-12.5833,0.0151,-12.3768,0.0143,5.27,2011.398,90.98881,253,265,148.6580754,+69.1189376,1315.939,275.070,24.39,0.001266885,2.612,0.617,0.01,7.275,dataset\g24.cat
1627,-11.7549,0.0072,-13.2975,0.0102,-13.2975,0.0102,3.50,6177.091,158.8562,314,357,148.8143131,+69.1424584,298.783,621.783,8.27,0.0004295478,1.980,0.495,0.90,4.860,dataset\i24.cat,1229,-11.0490,0.0095,-11.9976,0.0138,-11.9040,0.0143,4.40,3625.738,108.2077,96,107,148.8128933,+69.1424377,334.372,700.095,4.67,0.0002423356,1.104,0.094,0.98,2.901,dataset\r24.cat,1170,-10.2141,0.0164,-11.3300,0.0191,-11.4534,0.0212,3.50,2833.642,90.98881,102,110,148.8080961,+69.1434812,285.726,744.390,8.77,0.0004554862,1.635,0.388,0.51,3.165,dataset\g24.cat
4466,-12.3321,0.0046,-12.7654,0.0064,-12.7654,0.0064,3.50,4328.583,158.8562,81,91,148.6333164,+69.2325320,1530.224,2360.010,3.20,0.0001664408,1.039,0.038,0.98,1.899,dataset\i24.cat,3220,-11.0929,0.0092,-11.7395,0.0126,-11.7395,0.0126,3.77,2268.544,108.2077,74,79,148.6318753,+69.2325581,1563.924,2440.820,4.16,0.000215835,1.047,0.045,0.97,2.318,dataset\r24.cat,3391,-10.2102,0.0165,-10.9826,0.0219,-10.9826,0.0219,4.00,1582.123,90.98881,61,68,148.6281131,+69.2342344,1509.431,2497.348,4.73,0.0002459229,1.088,0.081,0.95,2.543,dataset\g24.cat
4986,-11.9930,0.0059,-13.1829,0.0075,-13.1829,0.0075,3.75,4328.54,158.8562,199,216,148.6652248,+69.3350778,1301.368,4332.873,5.28,0.0002745022,1.541,0.351,0.03,3.508,dataset\i24.cat,3598,-11.1631,0.0087,-12.5671,0.0101,-12.5671,0.0101,4.07,2230.181,108.2077,188,204,148.6639074,+69.3351052,1334.510,4413.504,6.79,0.0003528692,1.445,0.308,0.04,3.946,dataset\r24.cat,3858,-10.1997,0.0165,-11.7731,0.0189,-11.7731,0.0189,4.63,1532.583,90.98881,153,160,148.6613641,+69.3367304,1270.853,4468.911,7.68,0.0003988066,1.411,0.291,0.23,4.358,dataset\g24.cat
2720,-10.7267,0.0167,-11.9452,0.0224,-11.9452,0.0224,5.01,5483.945,158.8562,74,96,148.8063990,+69.1618226,352.519,993.848,5.80,0.0003012763,1.259,0.206,0.48,3.568,dataset\i24.cat,1892,-10.1652,0.0195,-11.5903,0.0247,-11.5903,0.0247,5.16,3120.461,108.2077,93,113,148.8048288,+69.1618016,387.103,1074.537,6.87,0.0003570598,1.276,0.216,0.10,3.980,dataset\r24.cat,1789,-10.1986,0.0166,-11.7943,0.0191,-11.6678,0.0224,4.90,2429.257,90.98881,124,152,148.8001796,+69.1632610,339.323,1125.275,8.61,0.0004469872,1.182,0.154,0.76,4.689,dataset\g24.cat
346,-11.6821,0.0075,-12.6037,0.0128,-12.4902,0.0142,4.42,4906.177,158.8562,122,136,148.6647628,+69.1164078,1327.502,122.259,3.54,0.0001836349,1.266,0.210,0.89,2.947,dataset\i24.cat,357,-10.5952,0.0137,-12.6730,0.0154,-12.1522,0.0186,5.80,2697.115,108.2077,182,193,148.6633483,+69.1164348,1361.482,203.217,11.97,0.0006216664,1.109,0.098,0.23,7.428,dataset\r24.cat,422,-10.1737,0.0169,-11.7062,0.0190,-11.5923,0.0163,4.64,2009.48,90.98881,103,103,148.6580828,+69.1184702,1317.727,266.665,13.10,0.0006805201,1.697,0.411,0.04,3.962,dataset\g24.cat
3408,-12.5952,0.0038,-13.0988,0.0055,-13.0988,0.0055,3.50,4818.107,158.8562,126,158,148.7727415,+69.1819838,582.413,1381.636,3.35,0.0001742697,1.163,0.140,0.98,1.993,dataset\i24.cat,2367,-11.0599,0.0094,-11.7168,0.0131,-11.7168,0.0131,3.83,2624.436,108.2077,73,83,148.7711666,+69.1819618,616.667,1462.160,4.12,0.0002141968,1.106,0.096,0.97,2.328,dataset\r24.cat,2353,-10.1704,0.0169,-10.9583,0.0212,-10.9583,0.0212,3.74,1903.082,90.98881,61,69,148.7668141,+69.1834230,566.495,1514.260,4.88,0.0002535193,1.173,0.148,0.94,2.559,dataset\g24.cat
4871,-11.2278,0.0110,-12.7365,0.0118,-12.7365,0.0118,3.86,4344.782,158.8562,176,200,148.7382883,+69.2953181,808.275,3565.018,7.97,0.0004140856,1.366,0.268,0.02,4.124,dataset\i24.cat,3560,-10.5825,0.0138,-12.2794,0.0131,-12.2794,0.0131,3.93,2245.696,108.2077,180,193,148.7368329,+69.2953473,841.856,3645.531,9.01,0.0004682339,1.341,0.254,0.02,4.469,dataset\r24.cat,3866,-10.1669,0.0170,-12.0026,0.0158,-12.0026,0.0158,4.22,1554.772,90.98881,180,192,148.7338393,+69.2968121,781.748,3698.529,9.80,0.0005088206,1.306,0.234,0.01,4.770,dataset\g24.cat
1070,-10.7222,0.0169,-14.0256,0.0111,-14.4111,0.0086,3.50,6767.071,158.8562,1002,1119,148.8237344,+69.1326004,245.392,451.960,62.86,0.003265156,1.492,0.330,0.02,11.569,dataset\i24.cat,944,-11.2634,0.0081,-12.7588,0.0095,-12.7289,0.0114,3.50,4008.195,108.2077,250,268,148.8221711,+69.1325799,270.428,510.974,17.96,0.0009328259,1.375,0.273,0.70,4.699,dataset\r24.cat,699,-10.1648,0.0171,-14.9303,0.0033,-14.9911,0.0031,3.50,3137.154,90.98881,2098,2134,148.8169311,+69.1339341,229.145,573.359,73.99,0.003843148,1.712,0.416,0.03,16.136,dataset\g24.cat
4829,-11.9754,0.0060,-14.1527,0.0062,-14.1527,0.0062,4.17,4362.392,158.8562,626,670,148.8319272,+69.2884287,171.716,3429.694,9.30,0.0004831831,1.310,0.237,0.03,7.108,dataset\i24.cat,3524,-11.1874,0.0085,-13.6098,0.0082,-13.6098,0.0082,5.09,2251.846,108.2077,555,600,148.8304740,+69.2884086,204.677,3510.125,10.85,0.0005637003,1.244,0.196,0.03,7.948,dataset\r24.cat,3721,-10.1534,0.0172,-12.1709,0.0128,-12.1709,0.0128,3.50,1567.114,90.98881,234,248,148.8273379,+69.2897647,146.294,3560.156,12.61,0.0006549482,1.569,0.363,0.01,5.276,dataset\g24.cat
533,-12.4667,0.0042,-13.6322,0.0057,-13.6571,0.0070,3.50,6078.287,158.8562,309,333,148.7356611,+69.1212107,840.847,212.869,5.47,0.0002840859,1.397,0.284,0.07,3.513,dataset\i24.cat,415,-10.9665,0.0102,-13.1104,0.0108,-13.1607,0.0130,3.69,3521.258,108.2077,478,528,148.7340998,+69.1212396,876.652,293.739,12.19,0.0006332659,1.064,0.060,0.03,7.715,dataset\r24.cat,406,-10.1400,0.0174,-12.7203,0.0159,-13.4194,0.0108,3.50,2776.076,90.98881,746,807,148.7288496,+69.1227010,833.385,344.328,29.79,0.001547375,1.577,0.366,0.00,6.663,dataset\g24.cat
4717,-10.9535,0.0138,-11.3759,0.0202,-11.3759,0.0202,3.69,4323.352,158.8562,42,50,148.7548378,+69.2625172,697.660,2932.631,3.32,0.0001722067,1.026,0.025,0.97,1.881,dataset\i24.cat,3420,-10.4391,0.0156,-11.1147,0.0226,-11.1147,0.0226,4.26,2254.48,108.2077,53,59,148.7535373,+69.2624951,731.409,3012.987,4.18,0.0002169582,1.107,0.096,0.97,2.387,dataset\r24.cat,3611,-10.1353,0.0175,-10.9756,0.0234,-10.9756,0.0234,4.18,1544.531,90.98881,65,70,148.7500908,+69.2640103,674.392,3065.565,4.92,0.0002554691,1.215,0.177,0.95,2.675,dataset\g24.cat
3446,-11.0618,0.0126,-12.2509,0.0193,-12.3142,0.0201,4.56,4658.489,158.8562,125,148,148.7164458,+69.1841819,967.754,1426.265,7.24,0.0003760053,1.141,0.123,0.02,3.429,dataset\i24.cat,2397,-10.4763,0.0151,-11.9332,0.0204,-11.8103,0.0220,5.20,2504.905,108.2077,127,142,148.7148697,+69.1842102,1001.725,1506.819,6.50,0.0003378901,1.096,0.088,0.02,4.116,dataset\r24.cat,2378,-10.1297,0.0176,-11.8795,0.0212,-11.6534,0.0240,5.66,1793.602,90.98881,144,157,148.7105128,+69.1857777,951.480,1560.796,8.18,0.0004251371,1.082,0.076,0.17,5.125,dataset\g24.cat
4783,-10.7090,0.0171,-11.1080,0.0249,-11.1080,0.0249,3.79,4268.462,158.8562,38,41,148.6286005,+69.2756324,1557.266,3190.042,3.21,0.0001665017,1.023,0.023,0.96,1.849,dataset\i24.cat,3477,-10.2300,0.0185,-10.8937,0.0266,-10.8937,0.0266,4.15,2217.905,108.2077,50,56,148.6271496,+69.2756584,1590.801,3270.883,4.28,0.0002224572,1.100,0.091,0.95,2.347,dataset\r24.cat,3677,-10.1202,0.0176,-10.9897,0.0244,-10.9897,0.0244,4.29,1518.699,90.98881,65,74,148.6239892,+69.2773882,1532.551,3327.314,5.05,0.0002622166,1.140,0.122,0.95,2.704,dataset\g24.cat
3175,-11.0793,0.0124,-12.0524,0.0150,-12.0524,0.0150,3.50,4862.995,158.8562,96,104,148.7279910,+69.1730861,889.210,1212.308,5.24,0.0002719508,1.068,0.064,0.03,2.909,dataset\i24.cat,2191,-10.4243,0.0157,-11.4839,0.0178,-11.4839,0.0178,3.61,2652.137,108.2077,90,97,148.7265637,+69.1731150,923.389,1292.885,6.19,0.0003215577,1.092,0.085,0.08,3.056,dataset\r24.cat,2183,-10.1120,0.0178,-11.4605,0.0206,-11.4605,0.0206,4.57,1926.397,90.98881,98,104,148.7219116,+69.1746816,874.135,1346.541,6.73,0.0003497202,1.148,0.129,0.49,3.666,dataset\g24.cat
930,-15.2365,0.0008,-18.1943,0.0002,-18.1943,0.0002,3.50,4220.558,141.7491,1800,1890,148.4128767,+69.2826196,911.574,3330.334,41.04,0.002131553,3.598,0.722,0.84,8.704,dataset\i25.cat,792,-15.2714,0.0008,-18.0217,0.0002,-18.0217,0.0002,3.50,2167.087,98.81699,2281,2419,148.4114269,+69.2825355,944.735,3411.287,36.85,0.001913993,2.102,0.524,0.77,6.858,dataset\r25.cat,900,-15.3244,0.0008,-18.1781,0.0002,-18.1781,0.0002,3.50,1486.156,82.17551,2847,3000,148.4082533,+69.2842240,886.375,3475.122,38.78,0.002014559,1.850,0.459,0.99,7.052,dataset\g25.cat
1070,-15.2252,0.0008,-16.7152,0.0005,-16.7152,0.0005,3.50,4217.673,141.7491,829,868,148.3577747,+69.2985743,1283.664,3656.296,20.96,0.001088509,1.299,0.230,0.98,3.611,dataset\i25.cat,912,-15.2753,0.0008,-16.5621,0.0005,-16.5621,0.0005,3.50,2154.646,98.81699,925,969,148.3561745,+69.2984881,1316.678,3737.915,8.94,0.000464258,1.027,0.026,1.00,3.245,dataset\r25.cat,1195,-15.3216,0.0008,-16.6246,0.0005,-16.6246,0.0005,3.50,1472.039,82.17551,1030,1102,148.3532843,+69.3005960,1256.784,3802.981,7.45,0.0003868031,1.051,0.048,1.00,3.312,dataset\g25.cat
124,-15.2356,0.0008,-18.0501,0.0003,-18.0501,0.0003,3.50,4230.098,141.7491,1689,1816,148.3817555,+69.1461094,1149.278,731.822,39.09,0.002030566,3.045,0.672,0.83,7.844,dataset\i25.cat,141,-15.2738,0.0008,-17.8880,0.0003,-17.8880,0.0003,3.50,2162.745,98.81699,2013,2163,148.3801789,+69.1464393,1183.220,813.295,34.55,0.001794801,1.805,0.446,0.82,6.297,dataset\r25.cat,151,-15.3088,0.0008,-18.0460,0.0002,-18.0460,0.0002,3.50,1485.916,82.17551,2564,2784,148.3751892,+69.1484346,1136.712,877.348,35.98,0.001869012,1.592,0.372,0.99,6.512,dataset\g25.cat
1258,-15.2199,0.0008,-16.1176,0.0006,-16.1176,0.0006,3.50,4202.647,141.7491,535,577,148.2593527,+69.3104854,1949.015,3895.910,7.79,0.0004044464,1.047,0.045,1.00,2.708,dataset\i25.cat,907,-15.2278,0.0008,-16.1038,0.0006,-16.1038,0.0006,3.50,2135.198,98.81699,386,398,148.2581856,+69.3105540,1981.851,3978.023,5.54,0.0002875451,1.060,0.056,1.00,2.708,dataset\r25.cat,1119,-15.2986,0.0008,-16.4262,0.0005,-16.4262,0.0005,3.50,1454.889,82.17551,927,967,148.2552836,+69.3128747,1920.971,4046.038,5.71,0.0002965349,1.093,0.085,1.00,3.142,dataset\g25.cat
387,-15.2358,0.0008,-16.5983,0.0005,-16.5983,0.0005,3.50,4237.235,141.7491,694,734,148.4513942,+69.1842672,667.397,1451.784,19.45,0.001010237,1.219,0.180,0.99,3.398,dataset\i25.cat,321,-15.2805,0.0008,-16.4353,0.0005,-16.4353,0.0005,3.50,2178.802,98.81699,757,804,148.4498151,+69.1843915,701.192,1533.257,7.36,0.0003823018,1.047,0.045,1.00,3.079,dataset\r25.cat,362,-15.2911,0.0008,-16.4614,0.0005,-16.4614,0.0005,3.50,1493.38,82.17551,882,940,148.4452848,+69.1862816,651.299,1595.555,6.50,0.0003374495,1.074,0.069,1.00,3.156,dataset\g25.cat
619,-15.2320,0.0008,-16.6355,0.0005,-16.6355,0.0005,3.50,4220.971,141.7491,717,756,148.3810488,+69.2259934,1138.686,2262.967,19.88,0.001032563,1.246,0.198,0.99,3.466,dataset\i25.cat,484,-15.2779,0.0008,-16.4458,0.0005,-16.4458,0.0005,3.50,2147.309,98.81699,779,818,148.3797478,+69.2262725,1172.087,2344.572,7.38,0.0003831915,1.044,0.042,1.00,3.094,dataset\r25.cat,556,-15.2813,0.0008,-16.4183,0.0005,-16.4183,0.0005,3.50,1468.661,82.17551,885,921,148.3756603,+69.2283230,1118.531,2409.066,6.34,0.0003295554,1.073,0.068,1.00,3.116,dataset\g25.cat
247,-15.2394,0.0008,-16.5375,0.0005,-16.5375,0.0005,3.50,4223.216,141.7491,682,722,148.3060013,+69.1604633,1665.799,1001.266,18.85,0.0009791298,1.166,0.143,0.99,3.292,dataset\i25.cat,218,-15.2694,0.0008,-16.3768,0.0005,-16.3768,0.0005,3.50,2155.28,98.81699,749,786,148.3047240,+69.1604287,1699.524,1083.231,6.49,0.0003370499,1.053,0.050,1.00,3.006,dataset\r25.cat,235,-15.2623,0.0008,-16.4077,0.0005,-16.4077,0.0005,3.50,1471.687,82.17551,877,921,148.2998693,+69.1626872,1651.697,1150.250,6.26,0.0003250991,1.086,0.079,1.00,3.115,dataset\g25.cat
1102,-15.2117,0.0008,-16.2763,0.0006,-16.2763,0.0006,3.50,4208.77,141.7491,586,623,148.4675940,+69.3254963,530.455,4168.881,11.19,0.0005813231,1.079,0.073,1.00,2.917,dataset\i25.cat,1022,-15.2314,0.0008,-16.1852,0.0006,-16.1852,0.0006,3.50,2177.004,98.81699,642,679,148.4662798,+69.3254662,563.461,4250.217,5.73,0.0002975376,1.041,0.040,1.00,2.817,dataset\r25.cat,1162,-15.2110,0.0008,-16.2076,0.0006,-16.2076,0.0006,3.50,1485.06,82.17551,756,809,148.4637084,+69.3274655,501.072,4311.830,5.51,0.0002860229,1.089,0.082,1.00,2.946,dataset\g25.cat
942,-15.2327,0.0008,-17.1271,0.0004,-17.1552,0.0005,3.50,4222.072,141.7491,1130,1184,148.4160213,+69.2803969,889.892,3299.014,25.32,0.001315285,1.798,0.444,0.90,4.468,dataset\i25.cat,814,-15.2780,0.0008,-16.3987,0.0005,-16.4279,0.0006,3.50,2167.604,98.81699,785,816,148.4145762,+69.2801571,922.999,3380.741,7.02,0.000364856,1.117,0.105,1.00,3.044,dataset\r25.cat,945,-15.0862,0.0009,-16.0262,0.0006,-16.0606,0.0007,3.50,1487.989,82.17551,758,788,148.4115388,+69.2822096,864.509,3444.073,5.20,0.0002701335,1.082,0.076,1.00,2.857,dataset\g25.cat
353,-15.0827,0.0009,-15.7385,0.0008,-15.7709,0.0009,3.50,4240.986,141.7491,401,433,148.4600646,+69.1766598,607.926,1304.863,4.73,0.0002454497,1.087,0.080,1.00,2.355,dataset\i25.cat,290,-14.9852,0.0009,-15.7375,0.0007,-15.7630,0.0008,3.50,2180.046,98.81699,473,493,148.4586361,+69.1766809,641.760,1386.277,4.50,0.000233923,1.032,0.031,1.00,2.501,dataset\r25.cat,323,-15.0584,0.0009,-16.0014,0.0006,-16.0014,0.0006,3.50,1497.445,82.17551,773,822,148.4541014,+69.1786745,592.240,1448.480,5.10,0.0002650015,1.395,0.283,0.99,2.868,dataset\g25.cat
952,-15.2237,0.0008,-16.2322,0.0006,-16.2322,0.0006,3.50,4217.934,141.7491,551,586,148.4187305,+69.2779649,871.867,3255.958,9.78,0.0005077846,1.075,0.070,1.00,2.864,dataset\i25.cat,809,-15.2095,0.0008,-16.0885,0.0006,-16.0885,0.0006,3.50,2164.684,98.81699,621,649,148.4174284,+69.2778815,905.000,3337.551,5.39,0.000279885,1.046,0.044,1.00,2.723,dataset\r25.cat,930,-15.0402,0.0009,-15.9469,0.0006,-15.9469,0.0006,3.50,1482.581,82.17551,638,677,148.4142422,+69.2799853,846.790,3400.708,5.06,0.0002627851,1.084,0.077,0.99,2.795,dataset\g25.cat
1220,-15.2340,0.0008,-16.4944,0.0005,-16.4944,0.0005,3.50,4207.82,141.7491,656,691,148.3686391,+69.3235993,1204.186,4138.202,18.78,0.0009753846,1.202,0.168,1.00,3.261,dataset\i25.cat,928,-15.2533,0.0008,-16.1747,0.0006,-16.1747,0.0006,3.50,2159.986,98.81699,646,683,148.3673255,+69.3235664,1237.019,4219.845,5.64,0.0002928133,1.045,0.043,1.00,2.774,dataset\r25.cat,1184,-14.9141,0.0009,-15.8124,0.0007,-15.8124,0.0007,3.50,1474.288,82.17551,627,658,148.3647394,+69.3257268,1174.718,4284.654,4.88,0.0002537298,1.064,0.060,0.99,2.765,dataset\g25.cat
853,-15.1429,0.0008,-15.8552,0.0007,-15.8552,0.0007,3.50,4231.492,141.7491,470,500,148.3149945,+69.2627229,1582.157,2972.187,5.41,0.0002809369,1.066,0.061,1.00,2.452,dataset\i25.cat,720,-15.0007,0.0009,-15.7578,0.0007,-15.7578,0.0007,3.50,2150.117,98.81699,511,540,148.3136912,+69.2627924,1615.230,3054.077,4.55,0.0002365854,1.051,0.049,0.99,2.514,dataset\r25.cat,819,-14.8748,0.0009,-15.7819,0.0007,-15.7819,0.0007,3.50,1474.477,82.17551,640,672,148.3101905,+69.2650559,1558.422,3120.531,5.00,0.0002597971,1.082,0.076,0.99,2.799,dataset\g25.cat
203,-14.9474,0.0009,-15.5329,0.0009,-15.5329,0.0009,3.50,4243.61,141.7491,368,392,148.4606945,+69.1517819,608.120,825.719,4.18,0.0002169304,1.003,0.003,1.00,2.225,dataset\i25.cat,187,-14.7235,0.0010,-15.4377,0.0008,-15.4377,0.0008,3.50,2178.639,98.81699,432,462,148.4592717,+69.1518031,642.117,907.230,4.16,0.000216301,1.055,0.052,0.99,2.429,dataset\r25.cat,195,-14.6786,0.0010,-15.5835,0.0008,-15.5835,0.0008,3.50,1495.905,82.17551,559,589,148.4542909,+69.1537952,595.116,969.171,4.96,0.0002575206,1.087,0.080,0.99,2.783,dataset\g25.cat
294,-14.9836,0.0009,-15.5874,0.0009,-15.5874,0.0009,3.50,4253.199,141.7491,367,389,148.4731837,+69.1661052,520.141,1100.509,4.28,0.0002224841,1.026,0.026,1.00,2.236,dataset\i25.cat,247,-14.7878,0.0010,-15.4960,0.0008,-15.4960,0.0008,3.50,2185.516,98.81699,447,470,148.4717576,+69.1661267,554.081,1181.906,4.19,0.0002178844,1.041,0.040,0.99,2.438,dataset\r25.cat,267,-14.6709,0.0010,-15.5643,0.0008,-15.5643,0.0008,3.50,1502.591,82.17551,540,565,148.4670745,+69.1681193,505.764,1243.480,4.94,0.0002567566,1.092,0.084,0.98,2.769,dataset\g25.cat
1266,-14.6838,0.0011,-15.1982,0.0011,-15.1982,0.0011,3.50,4206.046,141.7491,290,315,148.3816177,+69.3174139,1117.312,4019.557,3.56,0.0001847866,1.018,0.018,0.99,2.035,dataset\i25.cat,1067,-14.3363,0.0012,-15.0522,0.0011,-15.0522,0.0011,3.50,2158.213,98.81699,356,377,148.3803040,+69.3174333,1150.212,4101.124,4.19,0.0002178187,1.050,0.048,0.99,2.436,dataset\r25.cat,1198,-14.3779,0.0012,-15.2946,0.0009,-15.2946,0.0009,3.50,1473.162,82.17551,494,525,148.3775695,+69.3195924,1088.668,4165.332,4.98,0.0002587548,1.085,0.079,0.98,2.792,dataset\g25.cat
850,-15.1661,0.0008,-15.9124,0.0008,-15.9124,0.0008,3.50,4212.86,141.7491,720,805,148.5191557,+69.2643076,190.022,2988.546,5.20,0.0002699953,1.113,0.101,1.00,2.494,dataset\i25.cat,726,-14.8994,0.0009,-15.6266,0.0008,-15.6266,0.0008,3.50,2179.686,98.81699,477,516,148.5178540,+69.2643309,223.417,3069.772,4.28,0.0002223524,1.050,0.048,1.00,2.453,dataset\r25.cat,827,-14.1883,0.0013,-15.0839,0.0011,-15.0839,0.0011,3.50,1487.585,82.17551,494,531,148.5143834,+69.2662211,166.536,3129.772,5.03,0.000261047,1.226,0.184,0.98,2.777,dataset\g25.cat
1155,-14.4278,0.0012,-14.9191,0.0013,-14.9191,0.0013,3.50,4200.435,141.7491,249,265,148.4038308,+69.3381142,961.660,4417.135,3.31,0.0001716971,1.037,0.036,0.99,1.995,dataset\i25.cat,963,-13.9751,0.0015,-14.6979,0.0013,-14.6979,0.0013,3.50,2160.065,98.81699,316,334,148.4026582,+69.3381867,994.500,4498.591,4.18,0.0002169784,1.077,0.072,0.98,2.450,dataset\r25.cat,1122,-13.8388,0.0016,-14.7229,0.0012,-14.7229,0.0012,3.50,1474.059,82.17551,280,288,148.4000848,+69.3402413,930.970,4562.289,5.58,0.0002899656,1.102,0.092,0.98,2.737,dataset\g25.cat
385,-14.6015,0.0011,-15.1156,0.0011,-15.1156,0.0011,3.50,4229.189,141.7491,297,320,148.3553111,+69.1811753,1323.627,1398.683,3.54,0.000183805,1.103,0.094,0.99,2.032,dataset\i25.cat,317,-14.0582,0.0014,-14.7738,0.0013,-14.7738,0.0013,3.50,2154.044,98.81699,344,357,148.3540261,+69.1812459,1357.199,1480.437,4.20,0.0002182638,1.088,0.081,0.99,2.434,dataset\r25.cat,359,-13.7374,0.0016,-14.6232,0.0014,-14.6232,0.0014,3.50,1473.967,82.17551,382,413,148.3494786,+69.1833997,1307.545,1545.823,4.88,0.0002532591,1.104,0.094,0.98,2.758,dataset\g25.cat
111,-14.9860,0.0009,-15.5980,0.0009,-15.5980,0.0009,3.50,4223.259,141.7491,405,427,148.3911707,+69.1331582,1088.453,471.719,4.33,0.0002247407,1.052,0.050,1.00,2.230,dataset\i25.cat,108,-14.4170,0.0012,-15.1591,0.0010,-15.1591,0.0010,3.50,2158.104,98.81699,410,440,148.3897505,+69.1332292,1122.559,553.556,4.17,0.0002165272,1.051,0.048,0.99,2.474,dataset\r25.cat,124,-13.6593,0.0017,-14.5364,0.0014,-14.5364,0.0014,3.50,1480.629,82.17551,373,396,148.3846088,+69.1353275,1076.884,617.850,4.74,0.0002461566,1.100,0.091,0.98,2.725,dataset\g25.cat
622,-15.0453,0.0009,-15.7003,0.0008,-15.7003,0.0008,3.50,4226.028,141.7491,427,452,148.4889939,+69.2253669,402.282,2240.548,4.69,0.0002438636,1.041,0.040,1.00,2.326,dataset\i25.cat,490,-14.4097,0.0012,-15.1171,0.0010,-15.1171,0.0010,3.50,2183.251,98.81699,396,424,148.4875543,+69.2253889,435.758,2321.875,4.13,0.0002145225,1.049,0.046,0.99,2.421,dataset\r25.cat,563,-13.5391,0.0018,-14.3947,0.0016,-14.3947,0.0016,3.50,1492.116,82.17551,339,359,148.4836255,+69.2273311,382.160,2383.075,4.74,0.0002461935,1.093,0.085,0.98,2.689,dataset\g25.cat
905,-15.1602,0.0008,-15.9164,0.0007,-15.9164,0.0007,3.50,4226.512,141.7491,476,510,148.2823399,+69.2697045,1803.093,3109.456,5.41,0.0002810077,1.019,0.018,1.00,2.495,dataset\i25.cat,777,-14.2661,0.0013,-14.9829,0.0011,-14.9829,0.0011,3.50,2144.304,98.81699,361,381,148.2810332,+69.2698250,1835.979,3191.474,4.17,0.0002167436,1.098,0.089,0.99,2.437,dataset\r25.cat,890,-13.4514,0.0019,-14.3141,0.0017,-14.3141,0.0017,3.50,1463.478,82.17551,328,347,148.2776784,+69.2720907,1778.410,3259.034,4.64,0.0002412602,1.105,0.095,0.98,2.711,dataset\g25.cat
